institution_name,administrative_unit_aun,school_branch,category,status,phone_number,web_address,county,city,primary_administrator,school_year,latitude,longitude
Alvernia University,414060384,0000,Private College and University,Open,6107968200,https://www.alvernia.edu,Berks,Reading,"Mr John R Loyack , Chief Executive Officer",SY2122,40.335345,-75.9279495
American Advanced Institute of Technology,422094139,0000,Private Licensed School,Open,2678409000,http://www.aaitschool.com/,Bucks,Feasterville,"Mr Alexander   Naroditskiy , Chief Executive Officer",SY2122,40.1581651,-75.0151696
American College of Education,450007658,0000,Other College and University,Open,9728960793,http://www.ace.edu,Out-of-State,York,"Dr Shawntel D Landry , Chief Executive Officer",SY2122,40.27245,-76.90567
American College of Financial Services,425230414,0000,Private College and University,Open,6105261000,https://www.theamericancollege.edu/,Montgomery,King of Prussia,"Mr George   Nichols III, Chief Executive Officer",SY2122,40.0908111,-75.3832484
"American Home Inspectors Training Institute, Ltd.",421392149,0000,Private Licensed School,Open,8004419411,http://www.ahit.com,Allegheny,Gibsonia,"Ms Nichol   Andler , Executive Director",SY2122,40.6300671,-79.9695004
American Institute,400001209,0000,Private Licensed School,Open,9143687261,https://www.americaninstitute.edu/,Out-of-State,Cherry Hill,"Ms Christine   Partite , Director",SY2122,40.79701,-77.896247
"Applied Motion Technologies, Inc./ITTC",420482209,0000,Private Licensed School,Open,6107042591,https://amthydraulics.com/,Northampton,Bethlehem,"Ms Veronica   DeMarest , Director",SY2122,40.6178915,-75.3786521
Apprentice Training for the Electrical Industry (ATEI),426516159,0000,Private Licensed School,Open,2155676405,http://www.atei98.org/,Philadelphia,Philadelphia,"Mr Michael   Neill , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Arcadia University,423460504,0000,Private College and University,Open,2155722900,https://www.arcadia.edu,Montgomery,Glenside,"Dr Ajay   Nair , Chief Executive Officer",SY2122,40.1023326,-75.1521195
ASPIRA City College,426510059,0000,Private Licensed School,Open,2154552300,http://www.wficitycollege.edu,Philadelphia,Philadelphia,"Ms Nerissa   Conn , Director",SY2122,39.9527237,-75.1635262
ASPIRA City College,426510059,0000,Specialized Associate Degree,Open,2154552300,http://www.wficitycollege.edu,Philadelphia,Philadelphia,"Ms Nerissa   Conn , Director",SY2122,39.9527237,-75.1635262
At-Home Professions,400008019,0000,Private Licensed School,Open,9702256300,https://www.at-homeprofessions.edu/,Out-of-State,Fort Collins,"Ms Janet   Perry , Chief Executive Officer",SY2122,41.008262,-78.335563
Automotive Training Center,424150909,0000,Private Licensed School,Open,6103636716,http://www.autotraining.edu,Chester,Exton,"Mr Donald   VanDemark, Jr. , Chief Executive Officer",SY2122,40.0289955,-75.6207651
Automotive Training Center/Warminster,422091199,0000,Private Licensed School,Open,2152591900,http://www.autotraining.edu,Bucks,Warminster,"Ms Trisha   Devine , Chief Executive Officer",SY2122,40.2067751,-75.0996159
Aviation Institute of Maintenance,426517329,0000,Private Licensed School,Open,2156767700,http://www.AviationMaintenance.edu,Philadelphia,Philadelphia,"Ms Stephanie   Makhoul , Director",SY2122,39.9527237,-75.1635262
Berks Technical Institute,414066119,0000,Private Licensed School,Open,6103721722,http://www.berks.edu,Berks,Wyomissing,"Ms Elizabeth   Vlastos , Chief Executive Officer",SY2122,40.329537,-75.9652117
Berks Technical Institute,414066119,0000,Specialized Associate Degree,Open,6103721722,http://www.berks.edu,Berks,Wyomissing,"Ms Elizabeth   Vlastos , Chief Executive Officer",SY2122,40.329537,-75.9652117
Bethany Theological Seminary,443008812,0000,Other College and University,Open,8002878822,https://www.bethanyseminary.edu,Out-of-State,Huntingdon,"Dr Jeffrey W Carter , Chief Executive Officer",SY2122,40.791886,-77.90316
Bidwell Training Center Inc,402021409,0000,Private Licensed School,Open,4123234000,http://www.bidwell-training.org,Allegheny,Pittsburgh,"Dr Kimberly   Rassau , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Bidwell Training Center Inc,402021409,0000,Specialized Associate Degree,Open,4123234000,http://www.bidwell-training.org,Allegheny,Pittsburgh,"Dr Kimberly   Rassau , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Bill Allens Pocono Institute of Taxidermy,418403019,0000,Private Licensed School,Open,5704439166,http://www.poconoinstitute.com,Luzerne,White Haven,"Mr William R Allen , Chief Executive Officer",SY2122,41.06064,-75.774082
Blackstone Career Institute,419350209,0000,Private Licensed School,Open,6108710031,http://www.blackstone.edu/,Lehigh,Allentown,"Mr Kevin   McCloskey , Chief Executive Officer",SY2122,40.6022059,-75.4712794
"Blessings Center for Technical Arts and Sciences, LLC",426517009,0000,Private Licensed School,Open,2678667300,https://www.blessings-tech.com,Philadelphia,Philadelphia,"Ms Courtney D Marshall MBA, MSN-RN, Director",SY2122,39.9527237,-75.1635262
Bloomsburg University of PA,416190570,0000,State University,Open,5703894000,https://www.bloomu.edu,Columbia,Bloomsburg,"Dr Bashar W Hanna , Chief Executive Officer",SY2122,41.0044958,-76.4537302
Bridgeway High School,421399289,0000,Private Licensed School,Open,6102669016,http://www.bridgewayhighschool.com,Lehigh,Catasauqua,"Ms Jessica   Parnell , Chief Executive Officer",SY2122,40.6533565,-75.4744827
Brockway Center for Arts and Technology,406335299,0000,Private Licensed School,Open,8142651111,http://www.brockwaycat.org,Jefferson,Brockway,"Ms Deborah   Heigel , Chief Executive Officer",SY2122,41.2492279,-78.7994738
Bryn Athyn Coll of New Church,423460104,0000,Private College and University,Open,2679382543,https://brynathyn.edu/,Montgomery,Bryn Athyn,"Mr Brian   Blair , Chief Executive Officer",SY2122,40.1314988,-75.0673938
Bryn Mawr College,423460604,0000,Private College and University,Open,6105265000,https://www.brynmawr.edu,Montgomery,Bryn Mawr,"Dr Kimberly   Wright Cassidy , Chief Executive Officer",SY2122,40.0198335,-75.3046299
Bucknell University,416600704,0000,Private College and University,Open,5705772000,https://www.bucknell.edu,Union,Lewisburg,"Dr John C Bravman , Chief Executive Officer",SY2122,40.9645337,-76.8847639
Bucks Co CC/ Lower County Cps,422090752,1412,Community College,Open,2676854800,http://www.bucks.edu/about/campus/lbc/,Bucks,Bristol,"Mr James   Sell , Executive Director",SY2122,40.1229002,-74.8644706
Bucks Co CC/Upper County Cps,422090752,1410,Community College,Open,2152587700,http://www.bucks.edu/about/campus/ubc/,Bucks,Perkasie,"Dr Rodney   Altemose , Chief Executive Officer",SY2122,40.372048,-75.292676
Bucks Co Sch of Beauty Culture,409221987,0000,Other Approved School,Open,2153220666,http://bcsbc.edu/,Bucks,Feasterville,"Mr Stephen A Wallin , Chief Executive Officer",SY2122,40.1581651,-75.0151696
Bucks County Community College / Main,422090752,0000,Community College,Open,2159688000,https://www.bucks.edu,Bucks,Newtown,"Dr Felicia   Ganther , Chief Executive Officer",SY2122,40.2417393,-74.9397479
Butler County Community College,404100852,0000,Community College,Open,7242878711,https://www.bc3.edu/,Butler,Butler,"Dr Nicholas C Neupauer , Chief Executive Officer",SY2122,40.7764541,-79.9495022
Byzantine Catholic Seminary,402020805,0000,Theological Seminary,Open,4123217550,https://www.bcs.edu/,Allegheny,Pittsburgh,"Rev Robert M Pipta , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Cabrini University,425230904,0000,Private College and University,Open,6109028100,https://www.cabrini.edu,Delaware,Radnor,"Dr Donald B Taylor , Chief Executive Officer",SY2122,40.0420325,-75.3535975
Cairn University,422097304,0000,Private College and University,Open,2157525800,https://cairn.edu/,Bucks,Langhorne,"Dr Todd J Williams , Chief Executive Officer",SY2122,40.1745538,-74.9226665
California University of Pennsylvania,401630950,0000,State University,Open,7249384000,https://www.calu.edu,Washington,California,"Dr Dale-Elizabeth   Pehrsson , Chief Executive Officer",SY2122,40.0657724,-79.8918436
CareBridge Academy,426512199,0000,Private Licensed School,Open,2155969587,http://carebridgeacademy.com,Philadelphia,Philadelphia,"Mr Brett   Shay , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Carlow University,402020954,0000,Private College and University,Open,4125786000,https://www.carlow.edu,Allegheny,Pittsburgh,"Dr Kathy W Humphrey , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Carnegie Mellon University,402021004,0000,Private College and University,Open,4122682000,https://www.cmu.edu,Allegheny,Pittsburgh,"Dr Farnam   Jahanian , Chief Executive Officer",SY2122,40.4416941,-79.9900861
CDE Career Institute,420458199,0000,Private Licensed School,Open,5706292690,http://cde.edu/,Monroe,Tannersville,"Ms Justina   Albright , Chief Executive Officer",SY2122,41.0400917,-75.3057387
CDL Ed Training Inc.,413362149,0000,Private Licensed School,Open,7172080838,https://www.cdlway.com/www/cdledtindex.html#!/cdlHome/CDL-ED-TRAINING,Lancaster,Lancaster,"Mr Jose M Sobrino , Chief Executive Officer",SY2122,40.03813,-76.3056686
Cecil College,424152099,0000,Other College and University,Open,4102871000,http://www.cecil.edu/Pages/default.aspx,Out-of-State,Oxford,"Dr Mary   Way-Bolt , Chief Executive Officer",SY2122,40.819597,-78.0386
Cedar Crest College,421391104,0000,Private College and University,Open,6104374471,https://www.cedarcrest.edu,Lehigh,Allentown,"Dr Elizabeth   Meade , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Central Penn College,415210357,0000,Private College and University,Open,8007592727,https://www.centralpenn.edu,Cumberland,Summerdale,"Dr Linda   Fedrizzi-Williams , Chief Executive Officer",SY2122,40.3080686,-76.9351445
Central Pennsylvania Diesel Institute,421399729,0000,Private Licensed School,Open,7174443134,http://www.cpdiesel.com/,Perry,Liverpool,"Mr Alan   Yoder , Chief Executive Officer",SY2122,40.5764798,-76.9916022
Central Pennsylvania Institute of Science and Technology,410146139,0000,Private Licensed School,Open,8143592793,http://www.cpi.edu,Centre,Pleasant Gap,"Mr Todd   Taylor , Chief Executive Officer",SY2122,40.8681177,-77.7466665
Central Pennsylvania Institute of Science and Technology,410146139,0000,Specialized Associate Degree,Open,8143592793,http://www.cpi.edu,Centre,Pleasant Gap,"Mr Todd   Taylor , Chief Executive Officer",SY2122,40.8681177,-77.7466665
Chatham University,402021204,0000,Private College and University,Open,4123651100,https://www.chatham.edu,Allegheny,Pittsburgh,"Dr David L Finegold , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Chestnut Hill College,426511304,0000,Private College and University,Open,2152487000,https://www.chc.edu,Philadelphia,Philadelphia,"Sr Carol Jean   Vale, SSJ, Ph.D. , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Cheyney University of PA,425231320,0000,State University,Open,6103992000,https://www.cheyney.edu,Delaware,Cheyney,"Mr Aaron A Walton , Chief Executive Officer",SY2122,39.9284433,-75.5227033
Children's Dental Health Dental Assistant School,422151209,0000,Private Licensed School,Open,8444002341,http://www.cdhdentalassisting.com/,Chester,West Chester,"Ms Brook L Murphy , Director",SY2122,39.9597213,-75.6059638
Christ the Saviour Seminary,408111355,0000,Theological Seminary,Open,8145390116,https://www.acrod.org/organizations/seminary,Cambria,Johnstown,"Rev Frank   Miloro , Chief Executive Officer",SY2122,40.3267407,-78.9219698
Circadium,426510613,0000,Private Licensed School,Open,2158491991,http://circadium.com/,Philadelphia,Philadelphia,"Ms Shana   Kennedy , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Clarion Univ/Venango Campus,406161400,1010,State University,Open,8146766591,http://www.clarion.edu/239/,Venango,Clarion,"Dr Dale-Elizabeth   Pehrsson , Chief Administrative Officer",SY2122,41.4112899,-79.7281525
Clarion University of Pennsylvania / Main,406161400,0000,State University,Open,8143932000,https://www.clarion.edu,Clarion,Clarion,"Dr Dale-Elizabeth   Pehrsson , Chief Executive Officer",SY2122,41.2148975,-79.3857047
Clarks Summit University,419350454,0000,Private College and University,Open,5705862400,https://www.clarkssummitu.edu/,Lackawanna,Clarks Summit,"Dr James R Lytle , Chief Executive Officer",SY2122,41.4941161,-75.703413
Commonwealth Technical Institute,408111007,0000,Private Licensed School,Open,8142540471,http://www.dli.pa.gov/Individuals/Disability-Services/hgac/cti,Cambria,Johnstown,"Mr James   Thomas , Chief Executive Officer",SY2122,40.3267407,-78.9219698
Commonwealth Technical Institute,408111007,0000,Specialized Associate Degree,Open,8142540471,http://www.dli.pa.gov/Individuals/Disability-Services/hgac/cti,Cambria,Johnstown,"Mr James   Thomas , Chief Executive Officer",SY2122,40.3267407,-78.9219698
Community College of Allegheny County,402020952,0000,Community College,Open,4123232323,https://www.ccac.edu,Allegheny,Pittsburgh,"Dr Quintin B Bullock , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Community College of Beaver County,427041052,0000,Community College,Open,7247758561,http://www.ccbc.edu,Beaver,Monaca,"Dr Roger W Davis , Chief Executive Officer",SY2122,40.6872885,-80.2714505
Community College of Philadelphia,426512002,0000,Community College,Open,2157518000,http://www.ccp.edu,Philadelphia,Philadelphia,"Dr Donald G Generals , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Community Kitchen Pittsburgh,402022219,0000,Private Licensed School,Open,4122464736,http://www.ckpgh.org,Allegheny,Pittsburgh,"Ms Toni   Simpson , Director",SY2122,40.4416941,-79.9900861
"Contemporary Health Career Institute, Inc.",424151219,0000,Private Licensed School,Open,6103639170,http://www.CHCIcareer.com,Chester,Exton,"Mr Jeffrey   Scharf , Chief Executive Officer",SY2122,40.0289955,-75.6207651
"Cornerstone Dental Assistant Academy, LLC",400004150,0000,Private Licensed School,Open,7249631231,http://cornerstonedentalassistantacademy.com,Allegheny,Pittsburgh,"Ms Amanda   Newhouse , Director",SY2122,40.4416941,-79.9900861
Cortiva Institute,423467059,0000,Private Licensed School,Open,4846901400,https://www.cortiva.edu/king-of-prussia-pa,Montgomery,King of Prussia,"Ms Marissa   German , Chief Executive Officer",SY2122,40.0908111,-75.3832484
Curtis Institute of Music,426511604,0000,Private College and University,Open,2158935252,https://www.curtis.edu/,Philadelphia,Philadelphia,"Mr Roberto   Diaz , Chief Executive Officer",SY2122,39.9527237,-75.1635262
"DCS School of Driving, LLC",412671289,0000,Private Licensed School,Open,7175869648,http://www.DCSdrivingschool.com,York,Thomasville,"Mr Christopher J Rudisill , Chief Executive Officer",SY2122,39.9287093,-76.8505282
Delaware County Community College,425232502,0000,Community College,Open,6103595000,https://www.dccc.edu/,Delaware,Media,"Dr L. Joy   Gates Black , Chief Executive Officer",SY2122,39.9167783,-75.387693
Delaware Valley University,422091723,0000,Private College and University,Open,2153451500,https://www.delval.edu,Bucks,Doylestown,"Dr Benjamin   Rusiloski , Chief Executive Officer",SY2122,40.3100446,-75.1304588
DeSales University,421390324,0000,Private College and University,Open,6102821100,https://www.desales.edu,Lehigh,Center Valley,"Rev James J Greenfield OSFS, Chief Executive Officer",SY2122,40.529266,-75.393236
"Detail King Auto Detailing Training Institute, LLC",402020699,0000,Private Licensed School,Open,8883140847,http://www.detailking.com/,Allegheny,Pittsburgh,"Mr Jason   Fung , Director",SY2122,40.4416941,-79.9900861
DeVry University - Center City Center- Philadelphia,400009259,0163,Other College and University,Open,8668643879,http://www.devry.edu/locations/campuses/loc_philadelphia.jsp,Philadelphia,Philadelphia,"Ms Joyce   Wheatley , Chief Executive Officer",SY2122,39.9527237,-75.1635262
DeVry University - Fort Washington,400009259,0161,Other College and University,Open,2155915793,http://www.devry.edu/locations/campuses/loc_ftwashingtoncampus.jsp,Montgomery,Fort Washington,"Dr Thomas L Monahan , Chief Executive Officer",SY2122,40.1399717,-75.210095
"Devry University, Inc",400009259,0000,Other College and University,Open,6305157700,https://www.devry.edu/about/campus-locations/pennsylvania/fort-washington.html,Out-of-State,Naperville,"Mr Thomas L Monahan III, Chief Executive Officer",SY2122,40.705896,-78.003616
Diadem Nursing Institute and Allied Health  LLC,420481119,0000,Private Licensed School,Open,9739327908,https://dniah.com/,Northampton,Easton,"Dr Doris   Ezomo RN, PhD, Chief Executive Officer",SY2122,40.6916081,-75.2099866
Dickinson College,415211804,0000,Private College and University,Open,7172435121,https://www.dickinson.edu/,Cumberland,Carlisle,"Pres John E Jones III, Chief Executive Officer",SY2122,40.201499,-77.1890783
"Dog Grooming School of Pennsylvania, LLC",422098189,0000,Private Licensed School,Open,2157521111,https://www.pennsylvaniadoggroomingschool.com/,Bucks,Yardley,"Ms Shara L Connors , Chief Executive Officer",SY2122,40.245664,-74.8459972
Dotlen Academy of Science,423463199,0000,Private Licensed School,Open,6102778800,https://dotlenedu.com/,Montgomery,Norristown,"Mr Temitope   Oladotun MSN, RN, Chief Executive Officer",SY2122,40.1148787,-75.3433705
Douglas Education Center,407652709,0000,Private Licensed School,Open,7246843684,http://www.dec.edu,Westmoreland,Monessen,"Mr Jeff   Imbrescia , Chief Executive Officer",SY2122,40.1620497,-79.8876347
Douglas Education Center,407652709,0000,Specialized Associate Degree,Open,7246843684,http://www.dec.edu,Westmoreland,Monessen,"Mr Jeff   Imbrescia , Chief Executive Officer",SY2122,40.1620497,-79.8876347
Drexel University,426512103,0000,Private State-Aided Institution,Open,2158952000,https://www.drexel.edu,Philadelphia,Philadelphia,"Dr John A Fry , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Duquesne University,402022304,0000,Private College and University,Open,4123966000,https://www.duq.edu,Allegheny,Pittsburgh,"Mr Kenneth G Gormley J.D., Chief Executive Officer",SY2122,40.4416941,-79.9900861
East Coast Institute of Taxidermy,418402149,0000,Private Licensed School,Open,5703793157,http://www.taxidermyinstitute.com/,Luzerne,Wapwallopen,"Mr Brian   McLaughlin , Chief Executive Officer",SY2122,41.0745283,-76.1307633
East Stroudsburg Univ of PA,420452620,0000,State University,Open,5704223211,https://www.esu.edu,Monroe,East Stroudsburg,"Mr Kenneth   Long , Chief Executive Officer",SY2122,40.9995386,-75.1812913
East Stroudsburg University - Lehigh Valley Center,420452620,0037,State University,Open,6104190316,https://www.esu.edu/extended_studies/lehigh_valley_center/index.cfm,Lehigh,Bethlehem,"Dr Kenneth   Long , Chief Executive Officer",SY2122,40.6511631,-75.4422539
Eastern Mennonite Univ/Lanc,400000025,0001,Other College and University,Open,7173975190,https://emu.edu,Lancaster,Lancaster,"Dr Fred   Kniss , Academic Affairs",SY2122,40.03813,-76.3056686
Eastern University,425232404,0000,Private College and University,Open,6103415800,https://www.eastern.edu/,Delaware,St Davids,"Dr Ronald A Matthews DMA, Chief Executive Officer",SY2122,40.0409428,-75.3785234
Edinboro University of Pennsylvania,405252650,0000,State University,Open,8147322000,http://www.edinboro.edu,Erie,Edinboro,"Dr Dale-Elizabeth   Pehrsson , Chief Executive Officer",SY2122,41.8742225,-80.1317236
Education and Technology Institute,407658199,0000,Private Licensed School,Open,7248362600,http://www.eti.edu/home.html,Westmoreland,Greensburg,"Mr Sean   Sypolt , Chief Executive Officer",SY2122,40.3014581,-79.5389289
"Educational Correspondence Training School, LLC",405258239,0000,Private Licensed School,Open,8148331911,http://www.ectschool.com,Erie,Erie,"Ms Cindy L Yahn Grode , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Elite Bartending School,402025719,0000,Private Licensed School,Open,4123449100,http://www.elitebartend.com,Allegheny,Pittsburgh,"Ms Lawrie A Madden , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Elizabethtown College,413362704,0000,Private College and University,Open,7173611000,https://www.etown.edu,Lancaster,Elizabethtown,"Mrs Elizabeth   Rider , Chief Executive Officer",SY2122,40.153364,-76.6042521
Entry Level Nurse Aide Program,426513049,0000,Private Licensed School,Open,2158434262,http://www.entrylevelcna.com/,Philadelphia,Philadelphia,"Mr Mark   Lamar , Chief Executive Officer",SY2122,39.9527237,-75.1635262
EPAM UpSkill,422096039,0000,Private Licensed School,Open,2677599000,http://upskill.learn.epam.com,Bucks,Newtown,"Ms Ashley   Means , Director",SY2122,40.2417393,-74.9397479
"Erie Center for Arts and Technology, Inc.",405252179,0000,Private Licensed School,Open,8144605387,http://www.eriecat.org,Erie,Erie,"Ms Darla S Devlin , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Erie County Community College,400005563,0000,Community College,Open,8144137000,http://www.ec3pa.org,Erie,Erie,"Dr Christopher   Gray , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Erie Institute of Technology,405253059,0000,Private Licensed School,Open,8148689900,http://www.erieit.edu/,Erie,Erie,"Mr Paul   Fitzgerald , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Erie Institute of Technology,405253059,0000,Specialized Associate Degree,Open,8148689900,http://www.erieit.edu/,Erie,Erie,"Mr Paul   Fitzgerald , Chief Executive Officer",SY2122,42.1205614,-80.0820537
European Medical School of Massage LLC,414061219,0000,Private Licensed School,Open,6106706100,http://www.emsom.edu,Berks,Sinking Spring,"Mr Dorel   Lacatus , Chief Executive Officer",SY2122,40.3246704,-76.0171505
Evangelical Theological Seminary,413382805,0000,Theological Seminary,Open,7178665775,https://evangelical.edu/,Lebanon,Myerstown,"Dr Anthony L Blair , Chief Executive Officer",SY2122,40.3752942,-76.3034556
"Falcon Educational Services, Inc.",420481209,0000,Private Licensed School,Open,4848090698,https://www.falconihs.com/,Northampton,Bethlehem,"Ms Harpreet   Chahal , Director",SY2122,40.6178915,-75.3786521
"Fayette Institute of Commerce and Technology, Inc.",401263209,0000,Private Licensed School,Open,7244384568,http://www.fict.com,Fayette,Uniontown,"Dr Nancy J Priselac , Chief Executive Officer",SY2122,39.900076,-79.7164326
Finishing Trades Institute of the Mid-Atlantic Region,426517179,0000,Private Licensed School,Open,2155010130,https://www.fti.edu/,Philadelphia,Philadelphia,"Mr Martin   McNulty , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Finishing Trades Institute of the Mid-Atlantic Region,426517179,0000,Specialized Associate Degree,Open,2155010130,https://www.fti.edu/,Philadelphia,Philadelphia,"Mr Martin   McNulty , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Fortis Institute - Forty Fort Campus,418401109,0000,Private Licensed School,Open,5702888400,https://www.fortis.edu/,Luzerne,Forty Fort,"Mr Christopher   Jones , Director",SY2122,41.2789699,-75.8782519
Fortis Institute - Forty Fort Campus,418401109,0000,Specialized Associate Degree,Open,5702888400,https://www.fortis.edu/,Luzerne,Forty Fort,"Mr Christopher   Jones , Director",SY2122,41.2789699,-75.8782519
Fortis Institute - Scranton,418351109,0000,Private Licensed School,Open,5705581818,https://www.fortis.edu/,Lackawanna,Scranton,"Mr Christopher   Jones , Chief Executive Officer",SY2122,41.4086874,-75.6621294
Fortis Institute - Scranton,418351109,0000,Specialized Associate Degree,Open,5705581818,https://www.fortis.edu/,Lackawanna,Scranton,"Mr Christopher   Jones , Chief Executive Officer",SY2122,41.4086874,-75.6621294
Fortress Academy (The),412671199,0000,Private Licensed School,Open,4436905167,http://thefortress.academy/,York,York,"Mr Jita   Mondal , Director",SY2122,39.962493,-76.7276989
Franklin and Marshall College,413363004,0000,Private College and University,Open,7172913911,https://www.fandm.edu,Lancaster,Lancaster,"Dr Barbara K Altmann Ph. D., Chief Executive Officer",SY2122,40.03813,-76.3056686
"Full Circle Computing, Inc.",424151199,0000,Private Licensed School,Open,6105949510,http://www.fullcirclecomputing.com/index.html,Chester,Exton,"Mr Denean   Williams , Chief Executive Officer",SY2122,40.0289955,-75.6207651
Gannon University,405253104,0000,Private College and University,Open,8148717000,https://www.gannon.edu,Erie,Erie,"Dr Keith   Taylor , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Geisinger Commonwealth School of Medicine,452357540,0000,Private College and University,Open,5705047000,https://tcmc.edu/,Lackawanna,Scranton,"Dr Julie   Byerley , Chief Executive Officer",SY2122,41.4086874,-75.6621294
Geneva College,427043204,0000,Private College and University,Open,7248465100,https://www.geneva.edu,Beaver,Beaver Falls,"Dr Calvin L Troup , Chief Executive Officer",SY2122,40.7520097,-80.3192295
Gettysburg College,412013304,0000,Private College and University,Open,7173376000,https://www.gettysburg.edu,Adams,Gettysburg,"Mr Robert W Iuliano , Chief Executive Officer",SY2122,39.8308973,-77.231012
Global CDL Driver Training School LLC,426518099,0000,Private Licensed School,Open,2152081071,https://www.globalcdlschool.com/,Philadelphia,Philadelphia,"Mr Karj   Singh Sandhu , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Global Power Line Academy,408078139,0000,Private Licensed School,Open,8146953259,http://www.globalpowerlineacademy.com,Bedford,Claysburg,"Mr Kenneth   Bilek , Chief Executive Officer",SY2122,39.95464,-78.574759
Gratz College,426513324,0000,Private College and University,Open,2156357300,https://www.gratz.edu/,Montgomery,Melrose Park,"Dr Paul   Finkelman , Chief Executive Officer",SY2122,40.0617779,-75.1318418
Great Lakes Institute of Technology,405255799,0000,Private Licensed School,Open,8148646666,http://www.glit.org,Erie,Erie,"Mr Eric   Berrios , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Great Lakes Institute of Technology,405255799,0000,Specialized Associate Degree,Open,8148646666,http://www.glit.org,Erie,Erie,"Mr Eric   Berrios , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Grove City College,404433404,0000,Private College and University,Open,7244582000,http://www.gcc.edu,Mercer,Grove City,"Mr Paul J McNulty J.D., Chief Executive Officer",SY2122,41.1579008,-80.0886631
Gwynedd Mercy University,423463504,0000,Private College and University,Open,2156467300,https://www.gmercyu.edu/,Montgomery,Gwynedd Valley,"Ms Deanne H D'Emilio JD, Chief Executive Officer",SY2122,40.1842749,-75.2562876
HACC / Wildwood,415223752,0000,Community College,Open,7177802300,https://www.hacc.edu,Dauphin,Harrisburg,"Dr John J Sygielski , Chief Executive Officer",SY2122,40.2663107,-76.8861122
HACC/Gettysburg Campus,415223752,1430,Community College,Open,7173373855,http://www.hacc.edu/gettysburg,Adams,Gettysburg,"Dr John J Sygielski , Chief Executive Officer",SY2122,39.8308973,-77.231012
HACC/Lancaster Campus,415223752,1410,Community College,Open,7172935000,http://www.hacc.edu/lancaster,Lancaster,Lancaster,"Dr John J Sygielski , Chief Executive Officer",SY2122,40.03813,-76.3056686
HACC/Lebanon Campus,415223752,1420,Community College,Open,7172704222,http://www.hacc.edu/lebanon,Lebanon,Lebanon,"Dr John J Sygielski , Chief Executive Officer",SY2122,40.3429683,-76.4233816
HACC/York Campus,415223752,1431,Community College,Open,7177180328,http://www.hacc.edu/york,York,York,"Dr John J Sygielski , Chief Executive Officer",SY2122,39.962493,-76.7276989
Hagerstown Community College,400004104,0000,Other College and University,Open,2405002000,https://www.hagerstowncc.edu/,Out-of-State,Hagerstown,"Dr James S Klauber , Chief Executive Officer",SY2122,40.705896,-78.003616
Harcum College,423463706,0000,Private Two-Year College,Open,6105254100,https://www.harcum.edu,Montgomery,Bryn Mawr,"Dr Jon Jay   DeTemple , Chief Executive Officer",SY2122,40.0198335,-75.3046299
Harrisburg University of Science and Technology,413005206,0000,Private College and University,Open,7179015100,https://www.harrisburgu.edu,Dauphin,Harrisburg,"Dr Eric D Darr , Chief Executive Officer",SY2122,40.2663107,-76.8861122
Haverford College,423463804,0000,Private College and University,Open,6108961000,https://www.haverford.edu,Delaware,Haverford,"Dr Wendy E Raymond , Chief Executive Officer",SY2122,40.0099879,-75.3152828
Health & Technology Training Institute,426519759,0110,Private Licensed School,Open,2155682220,http://www.1199ctraining.org,Philadelphia,Philadelphia,"Ms Shona   Murphy , Director",SY2122,39.9527237,-75.1635262
Holy Family University,426514004,0000,Private College and University,Open,2156377700,https://www.holyfamily.edu,Philadelphia,Philadelphia,"Dr Anne   Prisco , Chief Executive Officer",SY2122,39.9527237,-75.1635262
"Hope Center for Arts and Technology, Inc.",404431229,0000,Private Licensed School,Open,7243085135,https://www.hopecat.org/,Mercer,Sharon,"Mr Thomas R Roberts , Chief Executive Officer",SY2122,41.2331116,-80.4934035
Hussian College,426511107,0000,Private College and University,Open,2155749600,https://www.hussiancollege.edu,Philadelphia,Philadelphia,"Dr Jeremiah   Staropoli , Chief Executive Officer",SY2122,39.9527237,-75.1635262
